Ticker,Company,ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level,CDP Score,Sustainability Score,title,quote,current_price,day_range,year_range,market_cap,revenue,website,net_income,news1,news2
FANG,Diamondback Energy,0,0,0,0,0,C,22,Diamondback Energy Inc,FANG:NASDAQ,$155.75 ,$154.93 - $158.50,$110.97 - $168.95,27.85B USD,1.81B,diamondbackenergy.com,556.00M,https://www.marketwatch.com/data-news/diamondback-energy-inc-stock-outperforms-competitors-on-strong-trading-day-a11ab710-82b3f13452ff,https://beststocks.com/analysts-bullish-on-diamondback-energy-with-p/
DLR,Digital Realty,13,2.8,2.8,7,0,B,32,Digital Realty Trust Inc,DLR:NYSE,$128.75 ,$127.45 - $129.71,$85.76 - $133.39,38.97B USD,1.37B,digitalrealty.com,118.18M,https://www.marketwatch.com/data-news/digital-realty-trust-inc-stock-outperforms-market-on-strong-trading-day-26730774-80ad4cc44493,-
DFS,Discover Financial,23,0.1,11.9,10.6,2,-,21,Discover Financial Services,DFS:NYSE,$89.74 ,$89.42 - $91.34,$87.45 - $122.50,22.43B USD,2.57B,discover.com,901.00M,https://www.chicagobusiness.com/finance-banking/discover-financial-explores-sale-student-loan-business,https://seekingalpha.com/news/4012292-discover-financial-muills-potential-sale-of-student-loan-unit-report
DIS,Disney,15,0.1,7.9,6.9,2,B,46,Walt Disney Co,DIS:NYSE,$85.58 ,$84.61 - $86.19,$79.75 - $118.18,156.59B USD,22.33B,thewaltdisneycompany.com,-460.00M,https://www.foxbusiness.com/markets/disney-abc-sale,https://www.reuters.com/breakingviews/disney-starts-drafting-broadcast-tvs-grand-finale-2023-09-14/
DG,Dollar General,17,3.3,8.6,5.5,2,-,19,Dollar General Corp,DG:NYSE,$115.68 ,$115.35 - $117.33,$115.35 - $261.59,25.39B USD,9.80B,dollargeneral.com,468.84M,https://www.fool.com/investing/2023/09/14/if-i-could-only-buy-1-stock-right-now-this-would/,https://www.fool.com/investing/2023/09/14/down-nearly-50-from-its-high-is-dollar-general/
DLTR,Dollar Tree,15,3.4,7.4,4.1,2,-,18,Dollar Tree Inc,DLTR:NASDAQ,$112.35 ,$111.73 - $113.48,$111.73 - $170.36,24.72B USD,7.33B,dollartree.com,200.40M,https://dengarden.com/news/diy-dollar-tree-creations,https://beststocks.com/confluence-investment-management-llc-reduces-holdi-3/
D,Dominion Energy,25,11.1,8.6,5.7,2,B,49,Dominion Energy Inc,D:NYSE,$48.47 ,$48.24 - $48.95,$45.77 - $81.61,40.56B USD,3.79B,dominionenergy.com,599.00M,https://investorplace.com/2023/08/the-3-most-undervalued-utilities-stocks-to-buy-now-august-2023/,https://www.prnewswire.com/news-releases/dominion-energy-advances-business-review-announces-agreements-to-sell-gas-distribution-companies-to-enbridge-301918287.html
DPZ,Domino's,31,7.7,16.7,6.6,2,-,23,Domino's Pizza Inc,DPZ:NYSE,$388.48 ,$387.06 - $398.88,$285.84 - $409.95,13.63B USD,1.02B,ir.dominos.com,109.38M,https://www.marketwatch.com/data-news/domino-s-pizza-inc-stock-rises-thursday-outperforms-market-63ba1f7f-8a1b4e923d89,https://www.investorsobserver.com/news/stock-update/can-dominos-pizza-inc-dpz-stock-rise-to-the-top-of-consumer-cyclical-sector-friday-2
DOV,Dover Corporation,25,7.1,12.4,5.8,1,A-,45,Dover Corp,DOV:NYSE,$144.45 ,$143.00 - $145.25,$114.49 - $160.66,20.20B USD,2.10B,dovercorporation.com,242.24M,https://www.marketwatch.com/data-news/dover-corp-stock-outperforms-competitors-on-strong-trading-day-59a5d280-6e4ccc19a728,https://beststocks.com/analysis-of-dover-co-s-performance-and-investor-p/
DOW,Dow Inc.,0,0,0,0,0,A-,30,Dow Inc,DOW:NYSE,$53.84 ,$53.62 - $54.11,$42.91 - $60.88,37.85B USD,11.42B,dow.com,485.00M,https://www.marketwatch.com/data-news/dow-inc-stock-falls-friday-still-outperforms-market-b3ad0360-5f557c53f4e6,https://www.investorsobserver.com/news/stock-update/do-analysts-agree-thursday-on-dow-inc-dow-stocks-target-price
DTE,DTE Energy,30,15.3,10,4.8,2,B,51,DTE Energy Co,DTE:NYSE,$106.78 ,$106.25 - $107.35,$100.07 - $131.13,22.02B USD,2.68B,dteenergy.com,201.00M,https://beststocks.com/ameriprise-financial-inc-raises-stake-in-dte-ener/,https://news.stocktradersdaily.com/news_release/6/Dte+Energy+Holding+DTE+Investment+Report_091723123001.html
DUK,Duke Energy,28,14.5,8.6,4.6,2,A-,53,Duke Energy Corp,DUK:NYSE,$95.18 ,$94.93 - $96.08,$83.76 - $107.59,73.36B USD,6.58B,duke-energy.com,-220.00M,https://www.marketbeat.com/instant-alerts/nyse-duk-consensus-analyst-rating-2023-09-15/,https://www.investorsobserver.com/news/stock-update/utilities-stocks-moving-thursday-pcg-bip-duk-ceg-htoo-hlgn-ottr-pam
DD,DuPont,29,13.4,8.1,7.4,3,C,51,DuPont de Nemours Inc,DD:NYSE,$74.56 ,$74.28 - $75.52,$49.52 - $78.74,34.23B USD,3.09B,dupont.com,-131.00M,https://www.marketwatch.com/data-news/dupont-de-nemours-inc-stock-rises-thursday-outperforms-market-f34eb0e1-70bc98e51d27,https://beststocks.com/analysis-and-ratings-of-dupont-de-nemours-inc-n/
DXC,DXC Technology,16,1.3,9.7,5.1,2,B,46,DXC Technology Co,DXC:NYSE,$20.69 ,$20.47 - $20.91,$18.61 - $30.27,4.25B USD,3.45B,dxc.com,36.00M,https://www.marketwatch.com/data-news/dxc-technology-co-stock-remains-steady-friday-still-outperforms-market-13d02042-3bcf3d083c45,-
EMN,Eastman Chemical Company,25,12,5.4,7.2,2,B,49,Eastman Chemical Co,EMN:NYSE,$79.00 ,$78.57 - $79.61,$69.91 - $92.21,9.37B USD,2.32B,eastman.com,272.00M,-,-
ETN,Eaton Corporation,18,5.4,6.8,5.7,1,A-,43,Eaton Corporation PLC,ETN:NYSE,$217.64 ,$214.81 - $219.69,$129.85 - $240.44,86.84B USD,5.87B,eaton.com,744.00M,https://beststocks.com/the-power-of-longterm-investments-a-case-stud-2/,https://beststocks.com/eaton-exceeds-analyst-expectations-with-strong-qua/
EBAY,eBay,17,0.9,9.3,6.8,2,A,52,eBay Inc,EBAY:NASDAQ,$44.56 ,$44.27 - $44.80,$35.92 - $52.23,23.71B USD,2.54B,ebayinc.com,171.00M,https://www.businessinsider.com/stolen-museum-items-worth-63000-sold-ebay-50-2023-8,https://www.msn.com/en-gb/news/offbeat/celebrity-auctions-might-sound-quaint-but-they-expose-dark-truths-about-modern-fame/ar-AA1gIsNI
ECL,Ecolab,24,9.5,8.4,6.2,2,A-,51,Ecolab Inc,ECL:NYSE,$177.96 ,$177.18 - $179.38,$131.04 - $191.41,50.72B USD,3.85B,ecolab.com,329.70M,https://www.marketwatch.com/data-news/ecolab-inc-stock-outperforms-market-on-strong-trading-day-71ba3c94-eda8aae61dba,https://www.investorsobserver.com/news/stock-update/basic-materials-stocks-moving-up-and-down-thursday-tgb-nnomf-tse-ngloy-eemmf-ie-nb-ecl
EIX,Edison International,27,10.7,11.2,5.5,3,-,29,Edison International,EIX:NYSE,$71.56 ,$71.16 - $72.12,$54.45 - $74.92,27.43B USD,3.96B,edison.com,354.00M,https://www.marketwatch.com/data-news/edison-international-stock-rises-thursday-outperforms-market-1eacc263-fd8dd3c486c6,https://beststocks.com/amf-tjanstepension-ab-increases-holdings-in-edison/
EW,Edwards Lifesciences,19,2.9,8.9,7.6,2,B,47,Edwards Lifesciences Corp,EW:NYSE,$73.20 ,$73.13 - $74.53,$67.13 - $94.87,44.50B USD,1.53B,edwards.com,307.10M,https://www.marketwatch.com/data-news/edwards-lifesciences-corp-stock-outperforms-competitors-on-strong-trading-day-839d446-57106e8e13d2,https://beststocks.com/investment-confidence-and-strong-financial-perform/
EA,Electronic Arts,10,0.1,5.5,4.7,2,-,16,Electronic Arts Inc,EA:NASDAQ,$120.46 ,$120.21 - $122.76,$108.53 - $140.30,32.63B USD,1.92B,ea.com,402.00M,https://www.marketwatch.com/data-news/electronic-arts-inc-stock-underperforms-friday-when-compared-to-competitors-19a6af6d-4d776bcd5ab9,https://beststocks.com/ameriprise-financial-inc-reduces-stake-in-electro/
ELV,Elevance Health,11,0,5.8,5.7,2,B,44,Elevance Health Inc,ELV:NYSE,$441.92 ,$440.84 - $448.56,$412.00 - $549.52,104.14B USD,43.67B,elevancehealth.com,1.85B,https://finance.yahoo.com/news/why-elevance-health-elv-top-134006455.html,https://finance.yahoo.com/news/possible-bearish-signals-elevance-health-130053351.html
LLY,Eli Lilly and Company,32,3.4,17.4,11.6,2,A-,54,Eli Lilly And Co,LLY:NYSE,$575.66 ,$575.06 - $594.06,$296.32 - $601.84,546.47B USD,8.31B,lilly.com,1.76B,https://www.msn.com/en-us/money/markets/1-growth-stock-that-could-turn-1-000-into-2-500-by-2030/ar-AA1gO4an,https://beststocks.com/eli-lilly-and-company-lly-reaches-new-52week/
EMR,Emerson Electric,29,10.1,12.3,7,2,A-,53,Emerson Electric Co,EMR:NYSE,$98.86 ,$97.90 - $99.69,$72.41 - $100.62,56.50B USD,3.95B,emerson.com,9.35B,-,-
ENPH,Enphase,0,0,0,0,0,-,0,Enphase Energy Inc,ENPH:NASDAQ,$120.30 ,$119.44 - $122.79,$118.14 - $339.92,16.40B USD,711.12M,enphase.com,157.19M,https://www.fool.com/investing/2023/09/16/how-cheap-is-enphase-stock-really-and-is-there-a-b/,https://www.fool.com/investing/2023/09/14/the-real-reason-enphase-energy-stock-is-down-60-in/
ETR,Entergy,30,16.3,6.8,6.4,2,B,51,Entergy Corp,ETR:NYSE,$98.40 ,$98.21 - $99.45,$91.80 - $120.78,20.81B USD,2.85B,entergy.com,391.24M,https://www.wdsu.com/article/entergy-new-orleans-announces-heat-relief-financial-assistance-for-customers/45140697,https://www.fox8live.com/2023/09/14/entergy-new-orleans-announces-new-financial-assistance-customers/
EOG,EOG Resources,36,20.4,8.1,7.7,1,D,35,EOG Resources Inc,EOG:NYSE,$132.18 ,$131.60 - $134.61,$98.52 - $150.88,76.96B USD,5.48B,eogresources.com,1.55B,https://www.marketwatch.com/data-news/eog-resources-inc-stock-outperforms-competitors-on-strong-trading-day-c709e0b-533823ee06e8,https://www.moneyshow.com/articles/dailyguru-61604/eog-a-highly-rated-inflation-busting-stock-in-the-energy-sector/
EPAM,EPAM Systems,0,0,0,0,0,C,22,EPAM Systems Inc,EPAM:NYSE,$263.66 ,$262.75 - $269.80,$197.99 - $408.32,15.28B USD,1.17B,epam.com,120.03M,https://beststocks.com/epam-systems-exceeds-earnings-expectations-and-att/,https://beststocks.com/epam-systems-inc-sees-growing-investor-interest-a/
EQT,EQT,37,19,10.1,7.5,1,B,46,EQT Corp,EQT:NYSE,$41.53 ,$41.36 - $42.54,$28.11 - $48.07,17.08B USD,834.88M,eqt.com,-66.63M,https://beststocks.com/eqt-receives-increased-price-target-and-shows-stro/,-
EFX,Equifax,26,0.2,18.6,7,4,-,35,Equifax Inc,EFX:NYSE,$196.86 ,$196.46 - $199.71,$145.98 - $240.35,24.16B USD,1.32B,equifax.com,138.30M,https://www.marketwatch.com/data-news/equifax-inc-stock-rises-thursday-outperforms-market-4a2401fe-0cc93bfea4f7,https://www.theglobeandmail.com/business/article-credit-card-debt-hit-all-time-high-in-second-quarter-as-financial/
EQIX,Equinix,12,2.6,3.5,5.7,1,A,44,Equinix Inc,EQIX:NASDAQ,$776.22 ,$771.30 - $782.04,$494.89 - $821.63,72.63B USD,2.02B,equinix.com,207.03M,https://www.marketwatch.com/data-news/equinix-inc-stock-underperforms-friday-when-compared-to-competitors-4d0d7514-32070e66be3c,https://www.marketwatch.com/data-news/equinix-inc-stock-rises-thursday-outperforms-market-3a0a4582-997e9a8859d4
EQR,Equity Residential,11,2.9,3.1,5.2,1,B,38,Equity Residential,EQR:NYSE,$63.16 ,$62.77 - $63.49,$54.60 - $73.19,23.94B USD,717.31M,equityapartments.com,139.20M,https://www.marketwatch.com/data-news/equity-residential-stock-outperforms-market-despite-losses-on-the-day-30777ba6-fe1c35506ed6,https://finance.yahoo.com/news/equity-residential-declares-third-quarter-201500714.html
ESS,Essex Property Trust,12,3.5,2.7,6.1,1,C,32,Essex Property Trust Inc,ESS:NYSE,$225.22 ,$221.91 - $226.00,$195.03 - $261.32,14.46B USD,428.28M,essex.com,99.62M,-,-
EL,Estée Lauder Companies (The),26,6.9,11.3,7.7,2,B,49,Estee Lauder Companies Inc,EL:NYSE,$155.70 ,$155.42 - $158.93,$147.18 - $283.62,55.69B USD,3.61B,elcompanies.com,-33.00M,https://beststocks.com/boston-common-asset-management-increases-holdings/,https://www.lowenstein.com/news-insights/podcasts-listing/in-the-room-where-it-happens-a-conversation-with-deirdre-stanley-executive-vice-president-and-general-counsel-of-the-estee-lauder-companies
ETSY,Etsy,0,0,0,0,0,A-,30,Etsy Inc,ETSY:NASDAQ,$64.94 ,$63.86 - $67.00,$63.51 - $149.91,7.99B USD,628.88M,etsy.com,61.92M,https://www.barrons.com/articles/etsy-stock-upgrade-36ea9254,https://www.fool.com/investing/2023/09/14/2-top-stocks-to-buy-near-their-52-week-lows/
EG,Everest Re,0,0,0,0,0,-,0,Everest Group Ltd,EG:NYSE,$379.21 ,$377.96 - $381.90,$244.58 - $395.00,16.46B USD,3.61B,everestglobal.com,670.00M,https://www.bloomberg.com/news/articles/2023-09-17/wall-street-is-coming-to-grips-with-how-wrong-it-s-been-in-2023,https://seekingalpha.com/article/4635509-xyld-the-s-and-p-500-is-begging-you-to-consider-covered-call-etfs-but-jepi-is-not-the-only-game-in-town
EVRG,Evergy,0,0,0,0,0,B,27,Evergy Inc,EVRG:NASDAQ,$54.14 ,$54.02 - $54.89,$52.28 - $68.11,12.44B USD,1.35B,investors.evergy.com,179.10M,https://www.investorsobserver.com/news/stock-update/should-you-buy-evergy-inc-evrg-stock-after-it-has-risen-0-91-in-a-week,https://beststocks.com/brandywine-global-investment-management-llc-reduce-8/
ES,Eversource,19,4.8,8.2,5.8,2,B,47,Eversource Energy,ES:NYSE,$64.21 ,$64.05 - $64.84,$60.37 - $89.84,22.41B USD,2.63B,eversource.com,15.42M,https://www.marketwatch.com/data-news/eversource-energy-stock-falls-friday-still-outperforms-market-f54281b3-cb6aa1dd284f,https://www.businesswire.com/news/home/20230914273254/en/Eversource-Energy-Declares-Common-Dividend
EXC,Exelon,24,8.8,9,6.6,3,A-,58,Exelon Corp,EXC:NASDAQ,$41.65 ,$41.59 - $42.16,$35.19 - $44.37,41.45B USD,4.82B,exeloncorp.com,343.00M,https://www.marketwatch.com/data-news/exelon-corp-stock-outperforms-market-despite-losses-on-the-day-bdb8b1d3-6bb8cc2b1bd3,https://beststocks.com/investment-analysis-and-future-prospects-of-exelon/
EXPE,Expedia Group,26,2.1,13.8,9.8,2,C,44,Expedia Group Inc,EXPE:NASDAQ,$106.91 ,$106.08 - $109.13,$82.39 - $124.95,15.33B USD,3.36B,expediagroup.com,385.00M,https://www.marketwatch.com/data-news/expedia-group-inc-stock-rises-thursday-still-underperforms-market-77b75765-3288fd5bfb27,https://www.investorsobserver.com/news/stock-update/is-expedia-group-inc-expe-stock-a-attractive-value
EXPD,Expeditors International,16,3.8,7.3,4.6,2,C,40,Expeditors International of Washngtn Inc,EXPD:NASDAQ,$118.44 ,$117.89 - $118.90,$86.08 - $128.04,17.52B USD,2.24B,expeditors.com,196.80M,https://www.zacks.com/commentary/2149441/3-transport-service-stocks-to-watch-despite-industry-concerns,https://www.investorsobserver.com/news/stock-update/expeditors-international-of-washngtn-inc-expd-stock-what-does-the-chart-say-thursday
EXR,Extra Space Storage,14,3.8,4.3,6,1,C,33,Extra Space Storage Inc,EXR:NYSE,$128.06 ,$124.84 - $128.42,$123.67 - $186.51,27.06B USD,524.64M,extraspace.com,202.41M,https://www.marketwatch.com/data-news/extra-space-storage-inc-stock-outperforms-market-on-strong-trading-day-31025c5f-0ad870a50ff9,https://www.investorsobserver.com/news/stock-update/is-extra-space-storage-inc-exr-stock-a-attractive-value-2
XOM,ExxonMobil,36,18.5,9.8,8.1,3,-,32,Exxon Mobil Corp,XOM:NYSE,$116.70 ,$116.50 - $118.51,$83.89 - $119.92,467.17B USD,81.53B,corporate.exxonmobil.com,7.88B,https://www.npr.org/2023/09/14/1199570023/exxon-climate-change-fossil-fuels-global-warming-oil-gas,https://finance.yahoo.com/news/exxon-mobil-corporations-nyse-xom-130034815.html
FFIV,F5,19,1.3,12.5,5.4,1,C,35,F5 Inc,FFIV:NASDAQ,$158.47 ,$157.30 - $159.84,$127.05 - $167.89,9.40B USD,702.64M,f5.com,88.98M,https://www.marketwatch.com/data-news/f5-inc-stock-falls-friday-underperforms-market-41405d03-2f0ee42a2f4a,https://www.marketwatch.com/data-news/f5-inc-stock-rises-thursday-still-underperforms-market-36476d95-aa7dbc55c3f6
FDS,FactSet,20,2.9,10.9,6.6,1,B-,38,Factset Research Systems Inc,FDS:NYSE,$427.67 ,$426.69 - $434.81,$377.89 - $474.13,16.31B USD,529.81M,factset.com,134.66M,https://www.zacks.com/stock/news/2149724/factset-research-fds-to-post-q4-earnings-whats-in-the-cards,https://beststocks.com/factset-research-systems-nysefds-to-announce-ea/
FICO,Fair Isaac,0,0,0,0,0,D,16,Fair Isaac Corp,FICO:NYSE,$891.40 ,$874.17 - $903.22,$389.84 - $916.41,22.16B USD,398.69M,fico.com,128.76M,https://beststocks.com/curbstone-financial-management-corp-acquires-stake/,https://beststocks.com/putnam-investments-raises-stake-in-fair-isaac-co/
FAST,Fastenal,26,10.7,8.7,7.1,2,C,44,Fastenal Co,FAST:NASDAQ,$55.22 ,$54.81 - $55.25,$43.73 - $59.43,31.55B USD,1.88B,fastenal.com,298.00M,https://www.marketwatch.com/data-news/fastenal-co-stock-rises-friday-outperforms-market-e9801a5-524f29362b17,https://www.investorsobserver.com/news/stock-update/should-you-add-fastenal-co-fast-stock-to-your-portfolio-friday
FRT,Federal Realty,12,2.3,4.3,5.8,1,C,32,Federal Realty Investment Trust,FRT:NYSE,$98.82 ,$98.60 - $99.73,$85.27 - $115.08,8.06B USD,282.34M,federalrealty.com,60.50M,https://www.marketwatch.com/data-news/federal-realty-investment-trust-stock-outperforms-competitors-on-strong-trading-day-8707de0d-0b517d7d0ce9,https://beststocks.com/federal-realty-investment-trust-receives-moderate-3/
FDX,FedEx,20,5.3,9.3,5.8,2,B,47,FedEx Corp,FDX:NYSE,$254.08 ,$252.62 - $258.62,$141.92 - $270.95,63.90B USD,21.93B,fedex.com,1.54B,https://www.localmemphis.com/article/money/business/memphis-based-fedex-layoffs-small-percentage-it-finance-workers/522-a35c23ea-2642-4311-ad54-18c2a3309eda,https://www.marketwatch.com/data-news/fedex-corp-stock-falls-friday-still-outperforms-market-bc6d340b-7b7f2bc6ae3d
FITB,Fifth Third Bank,17,1.4,8.7,7.4,2,A-,49,Fifth Third Bancorp,FITB:NASDAQ,$27.44 ,$27.16 - $27.71,$22.11 - $38.06,18.68B USD,2.01B,53.com,601.00M,https://www.marketwatch.com/data-news/fifth-third-bancorp-stock-falls-friday-still-outperforms-market-b03e1ee5-3c113b2e6c5f,https://beststocks.com/park-national-corp-oh-reduces-stake-in-fifth-third/
FSLR,First Solar,0,0,0,0,0,A-,30,First Solar Inc,FSLR:NASDAQ,$174.05 ,$171.68 - $177.64,$115.66 - $232.00,18.59B USD,810.67M,firstsolar.com,170.58M,https://www.cnbc.com/2023/09/14/stocks-making-the-biggest-moves-premarket-amc-etsy-first-solar-and-more.html,https://www.cnbc.com/2023/09/14/recent-weakness-in-first-solar-shares-an-attractive-entry-point-bmo-says-.html
FE,FirstEnergy,30,13,9.7,6.8,3,C,52,FirstEnergy Corp,FE:NYSE,$36.91 ,$36.74 - $37.09,$34.69 - $43.31,21.16B USD,3.01B,firstenergycorp.com,235.00M,https://www.marketbeat.com/instant-alerts/nyse-fe-analyst-earnings-estimates-2023-09-15/,https://www.toledoblade.com/opinion/editorials/2023/09/13/editorial-firstenergy-rate-gouge/stories/20230912008
FIS,FIS,18,1.3,11.1,5.7,1,C,34,Fidelity National Information Servcs Inc,FIS:NYSE,$56.90 ,$56.42 - $57.56,$48.57 - $85.18,33.71B USD,3.75B,fisglobal.com,-6.60B,https://beststocks.com/psagot-value-holdings-ltd-israel-decreases-positi/,-
FI,Fiserv,0,0,0,0,0,C,22,Fiserv Inc,FI:NYSE,$121.05 ,$120.92 - $122.62,$91.55 - $130.74,73.79B USD,4.76B,fiserv.com,683.00M,https://www.marketbeat.com/instant-alerts/nyse-fi-a-buy-or-sell-right-now-2023-09-16/,https://www.marketbeat.com/instant-alerts/nyse-fi-sec-filing-2023-09-15/
FLT,Fleetcor,18,2.9,9.1,6.2,2,-,19,Fleetcor Technologies Inc,FLT:NYSE,$272.86 ,$271.12 - $275.82,$161.69 - $275.82,20.18B USD,948.17M,fleetcor.com,239.70M,https://www.marketwatch.com/data-news/fleetcor-technologies-inc-stock-falls-friday-still-outperforms-market-591169a1-e61b94f8f198,https://beststocks.com/the-halftime-report-unveiling-market-insights/
FMC,FMC Corporation,33,16.2,9.1,7.5,2,A-,54,FMC Corp,FMC:NYSE,$75.65 ,$75.35 - $76.82,$73.00 - $134.38,9.44B USD,NaN,fmc.com,NaN,https://www.marketwatch.com/data-news/fmc-corp-stock-outperforms-market-on-strong-trading-day-e39524e5-701c44c7927f,https://beststocks.com/relative-value-partners-group-llc-reduces-stake-in-4/
F,Ford Motor Company,30,9.3,11.3,9.4,3,A,63,Ford Motor Co,F:NYSE,$12.61 ,$12.40 - $12.79,$10.90 - $15.42,50.47B USD,44.95B,ford.com,1.92B,https://www.livemint.com/auto-news/ford-ceo-says-company-can-go-bankrupt-if-responding-to-workers-strike-for-better-pay-11694750165235.html,https://finance.yahoo.com/news/man-made-21-million-last-120742046.html
FTNT,Fortinet,19,1.2,12.2,5.7,1,B-,38,Fortinet Inc,FTNT:NASDAQ,$61.02 ,$60.68 - $62.67,$42.61 - $81.24,47.92B USD,1.29B,fortinet.com,266.30M,https://investorplace.com/2023/08/the-3-most-undervalued-cybersecurity-stocks-to-buy-now-august-2023/,https://beststocks.com/harvest-portfolios-group-inc-increases-position-i/
FTV,Fortive,35,16.1,14,4.7,1,B,46,Fortive Corp,FTV:NYSE,$75.99 ,$75.55 - $76.43,$57.43 - $79.90,26.75B USD,1.53B,fortive.com,209.00M,-,-
FOXA,Fox Corporation (Class A),0,0,0,0,0,-,0,Fox Corp Class A,FOXA:NASDAQ,$31.88 ,$31.83 - $32.55,$28.02 - $37.26,15.01B USD,3.03B,foxcorporation.com,375.00M,https://www.marketwatch.com/data-news/fox-corp-cl-a-stock-underperforms-friday-when-compared-to-competitors-5fb37f4-d46b98284083,https://www.investorsobserver.com/news/stock-update/is-fox-corp-class-b-fox-stock-about-to-get-hot-friday
FOX,Fox Corporation (Class B),0,0,0,0,0,-,0,Fox Corp Class B,FOX:NASDAQ,$29.30 ,$29.25 - $29.98,$26.35 - $34.42,15.01B USD,3.03B,foxcorporation.com,375.00M,https://www.marketbeat.com/instant-alerts/nasdaq-fox-insider-buying-and-selling-2023-09-15/,https://beststocks.com/am-squared-ltd-shows-confidence-in-fox-co-with-re/
BEN,Franklin Templeton,18,1.1,9.9,7.2,2,B,47,Franklin Resources Inc,BEN:NYSE,$26.25 ,$26.00 - $26.47,$20.24 - $34.37,13.10B USD,1.97B,franklinresources.com,227.50M,https://www.marketwatch.com/data-news/franklin-resources-inc-stock-outperforms-market-on-strong-trading-day-4fd7d4be-14e3398088b4,https://www.marketwatch.com/data-news/franklin-resources-inc-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-38d0e428-007ef759d1b6
FCX,Freeport-McMoRan,32,16.6,10.1,5.2,4,B,65,Freeport-McMoRan Inc,FCX:NYSE,$40.37 ,$40.23 - $40.98,$26.03 - $46.73,57.88B USD,5.74B,fcx.com,343.00M,https://www.marketwatch.com/data-news/freeport-mcmoran-inc-stock-rises-thursday-outperforms-market-506b0b87-91f2c9e11ff3,https://www.investors.com/ibd-data-stories/stocks-flashing-renewed-technical-strength-freeport-mcmoran-5/
GRMN,Garmin,19,5.4,7.9,5.3,2,-,19,Garmin Ltd,GRMN:NYSE,$106.12 ,$105.80 - $106.86,$76.37 - $108.56,20.32B USD,1.32B,garmin.com,287.94M,https://www.fool.com/investing/2023/09/16/3-under-the-radar-tech-stocks-to-buy-in-2023/,https://www.marketwatch.com/data-news/garmin-ltd-stock-rises-thursday-still-underperforms-market-a199fc84-aea9ca8271ef
IT,Gartner,22,0.1,15.4,6.2,1,D,30,Gartner Inc,IT:NYSE,$350.14 ,$343.19 - $356.50,$272.58 - $377.88,27.60B USD,1.50B,gartner.com,198.04M,https://www.marketwatch.com/data-news/gartner-inc-stock-rises-thursday-outperforms-market-be666df7-08b2d9ea642b,https://beststocks.com/putnam-investments-reduces-stake-in-gartner-inc/
GEHC,GE HealthCare,0,0,0,0,0,-,0,GE HealthCare Technologies Inc,GEHC:NASDAQ,$66.43 ,$65.58 - $66.50,$53.00 - $87.83,30.21B USD,4.82B,gehealthcare.com,418.00M,https://www.bizjournals.com/milwaukee/news/2023/09/15/pete-arduini-addresses-waukesha-business-group.html,https://finance.yahoo.com/news/ge-healthcare-technologies-inc-nasdaq-130022161.html
GEN,Gen Digital,15,0.7,9.5,4.8,2,B,46,Gen Digital Inc,GEN:NASDAQ,$19.04 ,$18.97 - $19.25,$15.45 - $23.92,12.17B USD,946.00M,gendigital.com,189.00M,https://me.pcmag.com/en/antivirus/15330/the-best-mac-antivirus-software-for-2023,https://www.marketbeat.com/stocks/NASDAQ/GEN/
GNRC,Generac,0,0,0,0,0,-,0,Generac Holdings Inc,GNRC:NYSE,$111.67 ,$109.94 - $112.03,$86.29 - $203.71,6.95B USD,1.00B,generac.com,45.20M,https://www.marketbeat.com/instant-alerts/nyse-gnrc-sec-filing-2023-09-14/,https://beststocks.com/golden-state-equity-partners-acquires-stake-in-gen/
GD,General Dynamics,35,8.5,19.5,6.9,3,B,59,General Dynamics Corp,GD:NYSE,$224.05 ,$220.53 - $225.09,$202.35 - $256.86,61.18B USD,10.15B,gd.com,744.00M,-,-
GE,General Electric,41,14.1,15,11.6,3,D,50,General Electric Co,GE:NYSE,$115.49 ,$114.20 - $115.91,$48.29 - $117.96,125.70B USD,16.70B,ge.com,35.00M,https://www.bizjournals.com/cincinnati/news/2023/09/14/ge-sell-shares-aercap-vernova-spinoff-aerospace.html,https://www.marketwatch.com/data-news/general-electric-co-stock-outperforms-market-on-strong-trading-day-637ddffb-139c1a0005ff
GIS,General Mills,22,8.4,8.9,4.1,2,A-,51,General Mills Inc,GIS:NYSE,$65.85 ,$65.76 - $66.74,$64.70 - $90.89,38.27B USD,5.03B,generalmills.com,614.90M,https://www.benzinga.com/analyst-ratings/analyst-color/23/09/34630247/inflation-ticks-higher-uaw-strikes-arms-record-breaking-ipo-the-week-in-the-markets,https://www.mediapost.com/publications/article/389146/inflation-fragmentation-misinformation-oh-my.html
GM,General Motors,31,10.3,12.9,7.7,4,A-,67,General Motors Co,GM:NYSE,$33.95 ,$33.42 - $34.60,$31.11 - $43.63,46.71B USD,44.75B,gm.com,2.57B,https://www.cnbc.com/2023/09/15/stocks-making-big-premarket-moves-arm-gm-ford-adobe-and-more.html,https://fortune.com/2023/09/15/uaw-strike-big-three-ceo-salaries-ford-general-motors-stillantis/
GPC,Genuine Parts Company,13,3.6,5.2,3.8,2,-,17,Genuine Parts Co,GPC:NYSE,$148.83 ,$148.72 - $150.30,$145.30 - $187.73,20.90B USD,5.92B,genpt.com,344.49M,-,-
